id,评论人,评论人等级,评分,评论内容,评论时间
1991,青衫k,,9.9,茶汤入口甜稠顺滑，口腔中微微的药香与清甜，非常怡人。,2016-05-03
1991,茶道风,,8.8,汤色橙红油润，茶汤入口甜稠顺滑，香气沉稳而饱满，药香与蜜韵交织，是一款优质的陈年乌龙茶。,2016-05-01
1991,青衫k,,9.9,汤色橙红油，富有稠感。香气沉稳而饱满，药香与蜜韵交织，并伴有粽叶的清甜；茶汤入口甜稠顺滑，口腔中微微的药香与清甜，非常怡人。,2016-05-01
1991,山猫,,9.9,好喝,2016-04-30
1991,芳草斜阳,,9.2,选料不错，干茶色泽乌润，条索紧实，是一款保存得当的陈年乌龙。汤色橙红油润，香气高扬，药香与蜜韵交织，沉稳而饱满，并伴有粽叶般的香气；茶汤入口香醇甜润，滋味醇厚，气韵饱满。叶底富有光泽，条索柔软有弹性，匀整度较高。,2016-04-29
1991,八阿哥,,8.6,陈年乌龙的味道是药香和蜜香的巧妙交织，饮后难以忘怀呢,2015-12-09
1993,周炎花,专家,9.3,原料嫩度好，肥壮，外形匀齐，香气花香浓郁，带果香，滋味醇厚鲜爽；无明显缺点。总体上来说这款茶为优质花香型红茶（醇厚鲜爽）。,2015-12-17
1993,青衫k,达人,8.0,汤色桔红油，香气浓郁持久，蜜香和花香高度复合，完全融在汤水中，饮后口腔留有甜花香，滋味甜柔顺滑，甜度适度。,2016-06-24
1993,木茗而来,达人,9.1,看起来一般，但是喝起来很惊艳的一款茶,2016-01-12
1993,大包子,达人,8.5,此款茶较为匀整，干茶金毫显，条索肥壮紧实；出泡后蜜香和花香馥郁，甜爽度是极好的，汤色呈橘红色很有光泽，唯一美中不足的就是苦涩化开较慢，饮后喉咙发影响整体的品饮感受。,2015-12-11
1993,噗噗直升机,,8.0,汤色桔红油，香气浓郁持久，蜜香和花香高度复合，完全融在汤水中，饮后口腔留有甜花香，滋味甜柔顺滑，甜度适度。,2016-09-27
1993,噗噗直升机,,8.0,汤色桔红油，香气浓郁持久，滋味甜柔顺滑，甜度适度,2016-08-24
1993,兰衫k,,8.0,汤色桔红油，香气浓郁持久，蜜香和花香高度复合，完全融在汤水中，饮后口腔留有甜花香，滋味甜柔顺滑，甜度适度,2016-07-24
1993,252382,,8.8,干茶条索紧结，汤色橙红油亮，蜜香和花香浓郁持久，滋味鲜爽醇厚，甜柔顺滑，是一款优质红茶。,2016-07-20
1993,青衫k,,8.0,香气惊艳、甜爽度好,2016-04-19
1993,水月静心,,6.0,喜欢稍微带有甜味的茶，支持,2016-02-21
1993,花落、亦莫離,,9.9,好喝,2016-01-21
1993,公牛,,9.9,好看，喝起来茶香扑鼻！,2016-01-19
1993,诸葛躬耕,,9.9,红茶对脂肪肝有疗效也有减肥效果。,2016-01-15
1993,樱花倒木,,9.4,这款红茶的香气让人很舒服，不浓不淡的，味道甜醇顺滑，并且有回甘很快噢~,2016-01-12
1993,丽江茶邂逅,,9.4,干茶外形肥壮紧实，茶汤颜色是较浅的橘红色，最喜欢的是这款红茶的香气，花果香交织。茶汤入口顺滑甜爽，水含香也极好，齿颊生香。后几泡会略带涩感但是依旧比较耐泡。叶底柔软匀整，整体协调度较好，香气是它最大的特点。,2016-01-12
1993,八阿哥,,8.5,这款茶唯一的缺点就是粗涩锁喉，有少许不适感，其他方面都还可以～,2015-12-09
4297,金寿珍,专家,8.9,这款茶优点是原料嫩，干茶条较直，多毫，较匀齐，叶底匀；缺点不明显。总体上来说这款茶的原料较嫩，茉莉花茶的品质特征比较明显，是一款中上档品质的茉莉花茶。,2018-02-02
4297,青衫k,达人,8.2,茶汤浅黄色明亮，茉莉花香清淡，滋味清甜柔滑，有回甘生津。,2018-03-09
4297,青衫k,达人,8.4,茶汤浅杏黄色，清澈，明亮度好。茉莉花香欠鲜活、清幽、细柔。茶汤滋味清淡、鲜甜，细滑，稍有涩感，口腔稍有回甘,2018-02-03
4297,青石,达人,8.8,好喝，不错，值得一试。,2018-02-02
4297,噗噗直升机,,8.4,汤浅黄色明亮透澈，茉莉花香清淡，茶汤滋味清甜、柔滑。,2018-06-11
4297,超可爱,,8.9,	茶汤随着冲泡，汤感过度平缓，口感香甜。耐泡度高，叶底清香，很好的一款茉莉花茶。,2018-05-25
4297,老奶奶爱喝茶,,8.8,	干茶芽头饱满，茶汤清润，茉莉花香幽幽，适合炎炎夏日，晚饭后一杯清饮，使人香甜入梦。,2018-05-23
4297,一叶孤舟于江面,,8.7,	这款茉莉花茶，滋味甜爽鲜灵，口感甜润顺滑，耐泡度高，后期回甘明显，很不错的一款花茶。,2018-05-21
4297,dedll0415,,9.7,香气十足 口感顺滑 有回甘,2018-05-16
4297,飞舞的月,,8.8,	很好喝的一款茉莉花茶，茶香浓，水香甜，值得推荐。,2018-05-16
4297,茶歇歇,,8.8,	干茶为芽头型茉莉花茶，干茶颜色带窖制后的蜜黄色。茶汤浅黄，茉莉花香入水，茶汤口感轻柔。回甘生津好。,2018-05-15
4297,山城老茶馆,,8.8,香气鲜灵持久、滋味醇厚鲜爽、汤色黄绿明亮、叶底嫩匀柔软,2018-04-11
4297,孙大剩,,8.6,外形不错花香浓郁持久滋味淡品质好,2018-03-04
4297,一砚梨花雨,,8.8,这款茶感觉还不错,2018-02-07
4297,javen--杰,,8.8,原料好，花香清雅，耐冲泡。,2018-02-02
2250,张颖彬,专家,8.9,茶叶品质符合商品龙井茶要求，香气火工较高，是目前市场主要风格之一。,2016-11-13
2250,青衫k,达人,8.0,汤色浅黄绿清澈，香气栗香浓郁，入口柔顺，滋味鲜爽甘甜，有回甘生津。,2017-08-30
2250,青衫k,达人,8.0,汤色浅黄绿清澈，栗香浓郁，汤感厚实，入口柔顺。,2017-08-07
2250,青衫k,达人,8.0,香气栗香浓郁，入口柔顺,2017-05-11
2250,青衫k,达人,8.8,汤色浅黄绿，栗香持久，汤感厚实，滋味鲜爽爽口，回甘生津持续。,2017-04-21
2250,青衫k,达人,8.0,汤色浅黄绿清澈，香气栗香浓郁，入口柔顺，滋味鲜爽甘甜。,2017-04-13
2250,青衫k,达人,8.0,汤色浅黄绿，香气栗香浓郁，滋味鲜爽甘甜，回甘好，生津快。,2017-04-02
2250,青衫k,达人,8.0,汤色浅黄绿清澈，栗香浓郁，汤感厚实，入口柔顺，滋味鲜爽甘甜，有回甘生津。,2017-03-28
2250,青衫k,达人,8.0,汤色浅黄绿，栗香浓郁持久，滋味鲜爽甘甜，回甘好，生津快。叶底较差。,2017-03-15
2250,青衫k,达人,8.0,汤色浅黄绿清澈，栗香浓郁，汤感厚实。,2017-03-03
2250,青衫k,达人,8.0,汤色浅黄绿清澈，栗香浓郁，汤感厚实，入口柔顺，滋味鲜爽甘甜，回甘生津快且好，回味甘甜持久，生津强烈，杯底有甜香。,2016-07-25
2250,德高茶厚,达人,7.3,这是一款生津较烈的绿茶。栗香浓郁持久，滋味鲜爽甘甜，回甘好，生津快。叶底较差。,2016-07-13
2250,兰衫k,,8.0,汤色浅黄绿明亮，栗香浓郁持久，滋味鲜爽甘甜，回甘好，生津快。,2017-07-27
2250,噗噗直升机,,8.8,汤色浅黄绿清澈，栗香浓郁，汤感厚实，入口柔顺，滋味鲜爽甘甜，有回甘生津。,2017-04-23
2250,兰衫k,,8.4,汤色浅黄绿清澈，香气栗香浓郁，入口柔顺，滋味鲜爽甘甜。,2017-04-21
2250,angeles,,8.6,滋味鲜爽甘甜，回甘生津快且好,2016-11-14
2250,弯弯月,,8.0,汤色浅黄绿清澈，栗香浓郁，汤感厚实。,2016-08-12
1996,周炎花,专家,8.4,这款茶的优点是外形匀度较好，焙火香带酸陈，浓郁持久，滋味醇厚，尚耐泡；缺点是叶底硬。总体上来说这款茶为典型的陈年焙火乌龙。,2015-12-17
1996,细雨幽兰,达人,8.0,茶汤表现非常的好，工艺制作精良，茶汤内质优厚饱满，回甘生津持久，香气高扬,2016-10-16
1996,青衫k,达人,8.0,汤色浅褐泛金黄，明亮度高。有陈香花果香，汤感顺滑。,2016-09-27
1996,青衫k,达人,8.0,汤色黄绿明亮度高。火气收，花香出，后味微带清爽果香。汤感顺滑，质感稍厚未醇，有回甘。,2016-07-05
1996,德高茶厚,达人,8.0,一款上班空闲时泡的性价比高的茶。有兰香的淡雅和果香的清爽，汤感顺滑、清爽。香气、汤感都略显单薄，醇厚上欠缺。,2016-06-22
1996,小青cc,达人,9.0,看干茶以为这款铁观音不好喝，原料的粗老也较多碎片，但是茶汤表现非常的好，工艺制作精良，茶汤内质优厚饱满，回甘生津持久，香气高扬。,2015-12-08
1996,噗噗直升机,,8.0,汤色浅褐泛金黄，明亮度高。有陈香，微带火气，花果香表现不明显。汤感顺滑，质薄，微涩，生津回甘一般。,2017-10-03
1996,刘家桥,,8.6,料一般工艺精致储存好的老铁。,2017-06-22
1996,潇洒玲珑,,8.0,汤色浅褐泛金黄，明亮度高。有陈香花果香，汤感顺滑。,2017-06-12
1996,淘气鬼zy,,8.2,料一般但工艺好品质不错。,2017-04-20
1996,公元2000,,8.4,还可以，看茶色！,2016-10-25
1996,我噢噢噢,,8.0,汤感以顺滑、清爽为主。整体而言，此茶茶性温和，无论是香气还是汤感都略显单薄，但并不乏味；虽然在醇厚上欠缺，但是好在香气和滋味都还算。,2016-10-15
1996,那几个人家,,8.0,香味兼有兰香的淡雅和果香的清爽，汤感以顺滑、清爽为主。整体而言，此茶茶性温和，无论是香气还是汤感都略显单薄，但并不乏味；虽然在醇厚上欠缺，但是好在香气和滋味都还算。,2016-10-14
1996,老弄明,,8.0,看着不错啊,2016-10-09
1996,悦可爱,,10.0,入喉后甘甘的，挺好的味道，喝这个茶最多了,2016-08-21
1996,兰衫k,,8.0,汤色油润、褐红泛金，明亮度高。有花香微带清爽果香。汤感顺滑，质感稍厚未醇,2016-08-20
1996,喝闲茶,,4.8,用料较差 三泡后泛酸严重 火工过高,2016-08-16
1996,兰衫k,,8.0,汤色浅褐泛金黄，明亮度高。有陈香花果香，汤感顺滑。,2016-08-11
1996,丰盛园,,10.0,茶叶清香宜人，冲泡在杯中，一根根竖立着很好看，口感也不错,2016-07-30
1996,弯弯月,,8.0,汤色黄绿明亮度高。有花香，清爽果香。汤感顺滑，质感稍厚未醇，有回甘。,2016-07-22
1996,菲你不可,,8.0,茶性温和，清香。,2016-07-20
1996,启超,,10.0,色泽不错！口感上佳,2016-07-15
1996,不知道叫什么,,8.8,汤色红润，香气浓郁，值得品味,2016-07-13
1996,hehewoaini,,10.0,淡雅清香，口感顺滑，汤色润泽，一款十足的好茶,2016-07-11
1996,光头,,10.0,好茶，一看就知道,2016-07-09
1996,兰衫k,,8.0,茶汤顺滑、清爽，其他一般般。,2016-07-03
1996,风车车,,8.4,很好喝很好喝很好喝很好喝很好喝,2016-04-23
1996,风中雨露,,9.9,茶香浓，好喝,2016-04-16
1996,是糊涂虫,,8.0,茶性温和,2016-04-13
1996,茶道风,,8.4,外形匀度较好，香气淡雅持久，茶性温和，回甘生津，尚耐泡，不过不可久浸，可以。,2016-03-05
1996,随缘,,8.4,香气淡雅，还有果香，喝起来很柔和，很顺滑，喜欢,2015-12-28
1996,茶~语,,8.8,茶汤不错，冲泡后香味高，回甘好，不过不可久浸，还不错的一款茶,2015-12-22
1996,且听风吟,,9.2,香气淡雅，还有果香，喝起来很柔和，很顺滑，喜欢。,2015-12-09
3533,张颖彬,专家,9.3,	一款高品质的白毫银针，香气微青，可适当存放后再饮用。	干茶全芽稍带叶、披毫、银白隐绿鲜润；汤色：浅嫩黄、清澈明亮；香气清高、鲜爽、有花香、有毫香、微青；滋味清鲜、较甘和；叶底全芽、稍带叶、嫩黄、绿明亮。,2017-10-09
3533,牛栏坑小姐,达人,6.6,口感有点瑕疵，不是很喜欢这个调调,2018-03-15
3533,青石,达人,9.5,好茶，不错。原料工艺都很到位,2018-01-29
3533,青石,达人,8.0,香气略有瑕疵，完全不影响口感体验。滋味鲜爽，有些许涩感，化得快,2017-10-09
3533,超鬼一瞬间,,8.7,茶汤带豆子香，滋味甜润，口感舒适，茶叶冲泡过度平缓，后期多泡一会滋味依旧不错，回甘生津明显。,2018-09-20
3533,茶语咖啡,,8.7,干茶芽头较为短小，批毫，茶汤较为清润爽口有不错的汤质。值得喝一次的白毫银针茶。,2018-09-17
3533,王枫,,8.8,芽头壮硕批毫，茶汤蜜黄透亮，口感甜润顺滑，缺点是豆香不太通透，略杂，整体水平还是很好的。,2018-09-12
3533,陈wihsk,,8.4,色泽漂亮，清香入口,2018-09-08
3533,wmf,,8.5,色泽漂亮，毫香充分，汤味鲜爽,2018-09-06
3533,喻福昌,,10.0,香飘毫香足,2018-03-14
3533,javen--杰,,9.0,茶好。清甜爽口，不错的白毫银针。,2017-11-30
3533,弯弯月,,8.0,汤色浅黄，香气毫香显著，滋味甘醇清甜。,2017-09-29
2005,刘栩,专家,8.5,干茶尚紧，较润；汤色红浓；香气高纯；滋味浓醇；叶底红褐尚亮。,2015-12-23
2005,花香花香,达人,9.1,这款熟茶经过8年的陈化，香气陈香明显，且带浓郁的糖香，口感甜滑细腻，余味悠长。是一款极具品饮价值的老茶。,2015-12-22
2005,淘气鬼zy,,8.5,口感协调细腻饱满甜感好品质不错,2017-08-02
2005,流浪远方,,9.2,10年的陈化，汤色红浓透亮，口感甜滑细腻，很不错,2017-06-13
2005,小闻,,8.6,性价比高的有价值老茶。,2017-05-02
2005,翁玉燕,,6.0,滋味清爽醇滑汤色浓,2017-02-23
2005,茶悟清心,,8.5,8年的时光，甜滑醇香，很好喝。,2017-01-21
2005,雄,,8.4,我个人觉得比7572口感好，毕竟是5级茶，中规中矩,2016-09-09
2005,时间那么快,,8.0,冲泡时，茶汤汤色红浓透亮，质感饱满如绸缎。茶汤入口，熟茶香醇浓。茶汤饱满，水路细腻，质感醇厚，甘醇清爽。这款茶的甜度是一大亮点，这和它的选料等级有关，芽头非常多，茶汤甜润甘醇，入口接触舌面就有甜味蔓延。叶底条索清晰明显，柔韧而有弹性，活性度较好，后期还有较大转化空间。,2016-07-29
2005,青衫k,,9.9,该产品为2007年生产熟茶，经过8年的陈化，汤色红浓透亮，香气陈香显，且带糖香，口感甜滑细腻，令人印象最深的是该茶喝起来甜感明显，且余味悠长。,2016-04-25
2005,茄子,,9.9,滑滑糯糯，回甘好,2016-04-22
2005,青衫k,,9.9,经过8年的陈化，汤色红浓透亮，香气陈香显，且带糖香，口感甜滑细腻,2016-04-19
2005,青衫k,,8.0,汤色红浓透亮，香气陈香显，且带糖香，口感甜滑细腻,2016-04-14
2005,是糊涂虫,,8.0,还行哦,2016-04-14
2005,普洱生香,,9.9,不错醇香红亮,2016-02-07
2005,茶悟清心,,8.7,干茶色泽，褐红油润，显毫，少量细梗，香气陈香，汤色橙红明亮，茶汤甜滑细腻，叶底黄红，粗老，有硬梗，油润有光泽。,2016-01-01
2005,中国人,,9.9,口感细腻，值得品尝。,2016-01-01
3541,孙晓群,专家,8.2,	这款茶干茶芽头扁平尚挺直，较匀，色黄绿、汤色黄绿亮、香气豆香、滋味浓醇微苦、叶底芽头肥壮匀齐。此茶泡开后的叶底较美观，适合用玻璃杯冲泡极具观赏性，内质因子的滋味较厚重偏清苦。,2017-09-12
3541,细雨幽兰,达人,9.6,一款不错的绿茶，都是芽茶，稍有碎茶，汤色清亮，偏黄，豆香高扬，有回甘。之前也喝过大成的黄茶，这个牌子的茶不错,2017-10-23
3541,德高茶厚,达人,8.5,茶干茶芽头扁平肥壮，汤色黄绿明亮，滋味浓醇微苦。,2017-09-28
3541,青石,达人,8.6,干茶扁滑，茶汤黄绿，滋味鲜爽，叶底较匀净,2017-09-26
3541,啊啊啊123,,8.4,外形汤色口感香气都不错的茶,2018-06-04
3541,啊啊啊123,,8.8,外形美，香气足，口感鲜厚，叶底鲜活，不错的茶,2018-05-29
3541,姐姐干活,,8.0,造型美观。品质不错，鲜、甘甜，嫩豆香、花香、鲜香，滋味润爽口腔舒服，美中不足就是耐泡度不够高,2017-11-08
3541,根据发货,,8.0,茶汤黄绿，滋味鲜爽，叶底较匀净,2017-11-08
3541,一会功夫有,,8.0,一款不错的绿茶，都是芽茶，稍有碎茶，汤色清亮，偏黄，豆香高扬，有回甘。,2017-11-08
3541,一会功夫有,,8.0,一款不错的绿茶，都是芽茶，稍有碎茶，汤色清亮，偏黄，豆香高扬，有回甘。,2017-11-08
3541,很过分姐姐,,8.0,干茶扁滑，茶汤黄绿，滋味鲜爽，叶底较匀净,2017-11-08
3541,sjtul,,9.6,茶叶用料细嫩，都是芽头，香气高昂，豆香入汤，回甘也很好。缺点是是不耐泡。,2017-10-28
3541,爱茶爱茶语,,8.7,干茶整齐，汤色很淡，香气有豆香明显，好好喝，,2017-10-23
3541,两两,,9.2,干茶细嫩，嗅之有鲜豆香；冲泡后茶芽舒展，煞是美观，汤色黄绿，鲜豆香、花香交互高扬，滋味鲜甜、顺爽，喉韵、回甘持久，非常不错的一款茶。,2017-10-22
3541,超级大导演,,8.7,	干茶豆香非常纯净清香，口感顺滑有厚度，叶底显示原料不错，全是芽头。,2017-10-20
3541,你亲哥,,5.2,叶底稍岁，茶汤有明显青味、做工一般但～对味,2017-10-18
3541,还是那么帅,,8.7,	茶叶原料高级，茶汤顺滑，清香中有一丝淡淡奶香，很好。,2017-10-17
3541,jockey,,7.6,干茶颜色黄绿，不显毫。冲泡后颜色黄暗，香气不显，有较重青气，叶底尚可。,2017-10-15
3541,兰衫k,,8.0,汤色淡黄清亮，嫩豆香为主，略带花香，入口柔和略鲜，口中留有回甜。,2017-10-05
3541,半碗茶,,9.1,造型美观。品质不错，鲜、甘甜，嫩豆香、花香、鲜香，滋味润爽口腔舒服，美中不足就是耐泡度不够高,2017-09-26
3541,弯弯月,,8.0,汤色黄绿亮、香气豆香、滋味浓醇微苦,2017-09-23
3541,兰衫k,,8.0,汤色淡黄清亮，嫩豆香为主，略带花香，入口柔和略鲜，口中留有回甜。,2017-09-14
1494,刘栩,专家,8.4,本款茶压制工艺正常，因原料粗老，香气中有明显的粗气，滋味中虽有回甘的特征，但仍存在粗味，唯有未来继续陈化后，品质当会有一定的提升。,2015-12-01
1494,刘栩,专家,8.4,干茶棱角分明，乌褐，汤色红浓明亮，香气粗陈 ，滋味陈稍粗，回甘 叶底暗褐，尚软,2015-11-26
1494,要香才是好茶啊,达人,8.6,这是一款综合能力不错的普洱。干茶色泽均匀黑褐色，茶汤颜色橙红透亮，水含香较好，香气醇厚悠长，让人觉得很舒服。茶汤滋味入口柔软甜滑，苦涩感较低，有一定的口腔刺激度，生津回甘。是一款性价比极高的茶。,2015-11-11
1494,大飞大飞,,9.3,8泡就没味了，求解,2018-04-23
1494,一蓑烟雨任平生,,8.8,佤山的好茶砖，姥姥的味道！,2017-05-27
1494,小闻,,8.0,总体不错但前期发干的感觉,2017-05-06
1494,淘气鬼zy,,8.6,前期发干，整体均衡协调不错,2017-05-03
1494,弯弯月,,8.0,汤色红艳油润，明亮度高，陈香显露，茶汤入口润滑，汤感饱满、生津好。,2016-11-17
1494,鱼离不开水,,9.3,总体来说很不错。关键是入口糯香柔滑的口感很舒服。汤色很好看。香气略有渥气。耐泡度一般。叶底略碎。,2016-04-05
1494,茶悟清心,,8.1,干茶条索，紧结匀整，汤色红亮。香气纯正，有堆味。滋味醇和甘滑。叶底褐软。,2016-02-25
1494,桃乐思,,8.0,回甘比较明显，有香气,2015-12-29
1494,sean,,6.0,土味纯粹，绵绵淡香！,2015-12-04
1494,清风dy,,8.0,用料粗老，仓储偏湿，入口甜而饱满，水路较粗，吞咽后喉咙稍有不适，还可以。,2015-12-03
1494,920hd,,9.3,一直是7581这款茶的忠实爱好者，喝了多年，现在天猫有旗舰店了，更加方便选购。这款茶茶气足，滋味醇厚，回甘也很好。十分难得的是该款茶品质多年来十分稳定。,2015-12-01
1494,两天,,9.9,条索壮实，滋味醇厚，韵味陈醇,2015-12-01
1494,251155,,9.9,佤山映象天猫旗舰店买的 确实不错 砖型工整 口感甜滑 醇度好 陈香正 汤色红透 发酵基础不错 尾水带甜感 确实是7581经典 值！,2015-11-26
1494,崂山绿缘,,8.8,茶汤颜色，越泡越好看。甜香顺滑，很好喝。,2015-11-13
1495,刘栩,专家,8.5,本款茶原料嫩度良好，压制工艺正常，但加工中不当的处理导致香气中欠纯，滋味中虽有回甘的特征，但仍存在紧口感，严重影响了感官品质。,2015-12-01
1495,青衫k,达人,8.0,汤色红艳油润，明亮度高，陈香显著，甜度高，汤感顺，回甘生津持久。,2016-10-21
1495,茶水步摇,达人,8.4,此款茶选料较粗老，多梗。汤色红艳油润，明亮度高，香气持久，以陈香显著。滋味醇厚，甜度高，回甘生津持久。叶底匀整度欠佳。,2015-11-11
1495,卖艺的老青年,,8.6,料老香气持久饱满丰富滋味醇厚,2017-07-14
1495,佛山木子李,,10.0,茶香味滑，入口甘甜,2017-06-29
1495,淘气鬼zy,,8.5,形略差其它均优质。,2017-05-05
1495,淘气鬼zy,,9.1,外形一般内质优秀值得品饮,2017-05-03
1495,sean,,6.0,一般化！陈味重！,2017-04-15
1495,兰衫k,,8.0,汤色红艳油润，明亮度高，陈香显著，汤感厚实饱满，甜度高，汤感顺，回甘生津持久。,2017-02-24
1495,弯弯月,,8.0,汤色红艳油润，明亮度高，陈香显著，汤感厚实饱满，甜度高，汤感顺，回甘生津持久。,2016-11-17
1495,茶悟清心,,8.3,干茶乌褐，汤色红浓明亮，香气粗陈 ，滋味陈稍粗，回甘 叶底暗褐，尚软,2016-02-26
1495,子扬,,9.4,干茶细嫩，色泽乌润，陈香，口感醇厚 杯底留香,2016-02-02
1495,小车轱辘,,8.5,堆味轻，发酵不是很重那种，有生津回甘，耐泡。,2015-12-19
1495,清风dy,,8.0,虽然名字是宫廷金芽，但用料粗老，陈香明显，口感醇厚，甜度较高，不过水路粗，和用料不错的7581类似,2015-12-15
1495,风华正茂,,9.9,非常的好喝，口感也非常好,2015-12-10
1495,佛山木子李,,8.0,茶梗多，基本无芽，三泡过后回甘回甜，惊喜。,2015-12-10
1495,谈然,,9.9,剛刚收到兑换的茶样，不错,2015-12-10
1495,大河向东流,,8.5,汤色红艳油润，茶汤干净透亮，陈香也很显著，齿颊留香，回甘生津持久。不错的一款茶,2015-11-11
3545,孙晓群,专家,8.8,	这款茶干茶芽头紧细，白毫显较匀、汤色浅黄明亮、香气清香嫩香带毫香、滋味甜醇鲜爽、叶底芽叶细嫩，较匀明亮。此茶外形美观，内质滋味较突出。整体来说是一款品质优异的茶。,2017-09-13
3545,青衫k,达人,8.0,汤色淡黄，板栗香中伴有淡淡的清香，滋味甜润鲜爽回甘。,2017-10-13
3545,青石,达人,8.8,	干茶黄绿，汤色黄绿明亮，叶底柔软细嫩，香气清香持久。,2017-09-18
3545,啊干活v,,8.4,汤色淡黄明亮，板栗香中伴有淡淡的清香，滋味甜润鲜爽回甘。,2018-01-15
3545,闻子,,8.6,香气纯正持久协调滋味醇厚,2017-12-01
3545,啊干活v,,8.0,干茶毫显细长，颜色显绿，冲泡后香气明显，汤色黄绿透明，叶底完整,2017-11-27
3545,闻子,,8.6,香气纯正持久协调滋味鲜爽耐泡度好,2017-11-01
3545,cerfiro,,7.8,干茶毫显细长，颜色显绿，冲泡后香气明显，汤色黄绿透明，叶底完整。,2017-10-24
3545,闻子,,8.6,香气持久饱满丰富滋味鲜爽耐泡度好,2017-10-11
3545,兰衫k,,8.0,汤色淡黄，香气清香，滋味较鲜爽，有回甘。,2017-10-08
3545,饭局方便,,8.0,香气清香嫩香带毫香、滋味甜醇鲜爽、叶底芽叶细嫩，较匀,2017-10-07
3545,ihjjgry,,8.0,汤色嫩黄带毫，汤浑。香气较淡，炒豆香，滋味较鲜爽。,2017-10-07
3545,改价格vj,,8.0,干茶黄绿，汤色黄绿明亮，叶底柔软细嫩，香气清香持久。,2017-10-07
3545,姐姐刚刚好,,8.0,色浅黄明亮、香气清香嫩香带毫香、滋味甜醇鲜爽,2017-10-07
3545,兰衫k,,8.0,汤色淡黄明亮，板栗香中伴有淡淡的清香，滋味甜润鲜爽回甘。,2017-10-05
3545,闻子,,8.6,香气纯正持久协调滋味鲜爽,2017-09-26
3545,弯弯月,,8.0,汤色浅黄明亮、香气清香嫩香带毫香、滋味甜醇鲜爽,2017-09-23
3545,兰衫k,,8.0,汤色嫩黄带毫，汤浑。香气较淡，炒豆香，滋味较鲜爽。,2017-09-14
1242,姚松涛,专家,9.5,干茶紧实，细秀，金黄间乌润，较匀整，条形略弯曲；汤色棕红、明亮 ；香气 蜜糖香显，略带毫香，持久；滋味 浓厚，较强劲，鲜爽。叶底红棕，较匀整，软亮。外形有破碎，条形稍逊色，香气和滋味都是不错的。,2015-11-24
1242,yayaya,达人,9.0,水含香好，茶汤厚，滋味饱满，甜润。,2015-12-16
1242,潇洒玲珑,,9.2,茶汤浅橙黄，明亮度较高。 焦糖香、果香高扬且持久。茶汤醇和甜润。,2017-04-04
1242,雷阵雨,,8.0,茶汤浅橙黄，明亮度较高。 焦糖香、果香高扬且持久。茶汤醇和甜润。,2017-03-18
1242,易武茶香,,8.4,红红的茶汤像宝石色，不过舌根的涩味一直都存在，个人觉得挺不错的~,2016-01-12
1242,博歌,,9.2,外形漂亮，滋味甜郁而细腻，糖香很高扬，很不错。,2015-12-03
1242,木秀于林,,8.9,外形细嫩，芽头较多，总体上是一款级别很高的红茶,2015-10-26
1498,金寿珍,专家,8.9,这款茶优点是汤色较红浓、较差亮，滋味浓醇、有回甘；缺点是干茶较碎。总体上来说这款茶品质属中上档。,2015-12-09
1498,青衫k,达人,8.0,汤色棕红油润，透亮度极高。花香绵柔，味如腊梅，甜香似蜜，略带果香。汤感顺滑，滋味甘甜爽口。,2016-11-12
1498,细雨幽兰,达人,8.8,刚兑的茶样，一款不错的乌龙茶，开泡晒茶,2016-10-11
1498,德高茶厚,达人,8.6,汤色较红浓、滋味浓醇、有回甘。一款中上等好茶！,2016-10-11
1498,木灵,达人,8.6,一款综合起来不错的乌龙茶，干茶紧实乌黑，条索漂亮。有一股浓郁舒服的茶香。这款茶内质丰富，茶汤颜色红艳明亮，茶水含香，入口滋味浓厚，甘甜顺滑，入喉回甘。馥郁的花香扑鼻，香气持久留杯。这款茶耐泡度尚可，叶底肥厚柔软尚匀整。,2015-11-18
1498,玲珑剔透,,8.0,茶汤棕红油润，透亮度极高。茶香入水即出，花香似梅，清远平和。汤感顺滑，口感平和。,2017-04-02
1498,那几个人家,,8.0,一款选料精致，工艺精湛的乌龙茶。外形漂亮，内涵丰富。茶性柔和似水，花香似梅，略带果香，茶韵幽微，耐人回味，整体表现为淡远平和的调性和风格，比较鲜明地体现了中庸柔和的特有韵味。总体协调性好，耐泡度比较高。,2016-11-06
1498,国石,,9.2,茶性柔和似水，花香似梅，略带果香，茶韵幽微，耐人回味，整体表现为淡远平和的调性和风格，比较鲜明地体现了水金龟中庸柔和的特有韵味,2015-12-01
1498,为你写诗,,8.0,好茶,2015-11-29
1498,林夕1688,,8.0,观外形便知是一款精致的茶！冲泡既出花香，汤色黄亮！回味甘甜！耐泡的乌龙茶,2015-11-27
1498,天宸,,8.0,茶汤棕红油润，透亮度极高。茶香入水即出，花香似梅，清远平和。汤感顺滑，口感平和。,2015-11-26
1498,w2965781584,,8.0,外形漂亮，内涵丰富。茶性柔和似水，花香似梅，略带果香，茶韵幽微，耐人回味,2015-11-25
1498,ゝ1.到10 、,,6.0,略带果香，茶韵幽微，耐人回味,2015-11-25
1498,不惧高楼寂,,8.8,一款选料精致，工艺精湛的乌龙茶。外形漂亮，内涵丰富。茶性柔和似水，花香似梅，略带果香，茶韵幽微，耐人回味，整体表现为淡远平和的调性和风格，比较鲜明地体现了水金龟中庸柔和的特有韵味。总体协调性好，耐泡度比较高。,2015-11-11
